Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3350.8,2514,1438.3,1.37,1172,22,2.388,0.756
1,55,M,2,Graduate,Married,$60K - $80K,Blue,46,2,3,3,2242.8,0,2162.6,0.406,645,15,0.325,0.0
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1465.7,0,1438.3,0.685,1051,24,0.689,0.0
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2461.7,1220,1438.3,0.844,1065,26,0.945,0.483
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3015.9,1472,1558.8,0.823,1200,25,0.69,0.483
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1460.1,0,1474.2,0.677,1055,22,0.691,0.0
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9304.9,1,9323.7,1.134,1119,19,0.515,0.0
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2388.6,0,2413.4,0.646,968,28,0.349,0.0
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8175.9,866,7268.5,1.606,1292,28,3.659,0.106
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3423.6,0,3564.6,2.581,1890,21,2.367,0.0
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2607.4,1561,1438.3,0.846,1442,36,0.863,0.596
0,42,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,2,3860.2,1465,2558.8,0.82,1092,35,0.859,0.372
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9580.7,1403,8149.0,1.374,1306,38,1.394,0.149
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,7989.7,865,7453.2,1.535,1292,36,3.766,0.107
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8178.1,868,7364.6,1.521,1286,30,3.735,0.102
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4097.3,1244,2755.8,1.412,1089,24,0.829,0.314
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2439.1,684,1757.5,1.224,1316,34,1.044,0.289
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2438.3,1559,1438.3,0.842,1443,36,0.904,0.631
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3265.6,2517,1438.3,1.353,1176,23,2.369,0.764
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11814.4,1674,10420.2,1.555,1444,28,0.881,0.144
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12505.6,776,11781.2,1.317,1141,44,1.611,0.059
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3206.8,1512,1632.0,1.464,1334,31,1.097,0.487
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8263.5,869,7378.9,1.48,1289,31,3.634,0.104
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8243.2,1935,6752.3,0.641,1200,19,0.952,0.233
0,37,M,3,College,Married,$40K - $60K,Blue,36,3,3,0,9494.4,1652,7337.1,1.423,1302,36,1.392,0.175
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1456.5,973,1438.3,1.791,1056,32,0.354,0.66
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2351.7,1685,1438.3,1.321,1600,25,0.874,0.71
0,40,F,2,Graduate,Single,Less than $40K,Blue,31,5,2,2,2501.3,1470,1438.3,0.815,1125,30,0.344,0.585
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2418.6,1693,1438.3,1.31,1597,31,0.86,0.71
0,53,M,3,High School,Married,$40K - $60K,Blue,42,3,1,2,4078.4,2044,2029.0,1.462,1013,29,0.764,0.509
1,45,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,3,1438.3,3,1438.3,0.572,696,19,0.5,0.0
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1438.3,976,1438.3,1.786,1055,22,0.373,0.688
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2517.2,1560,1438.3,0.886,1442,34,0.853,0.619
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30892.8,2361,27436.6,1.655,1676,25,0.949,0.079
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,33687.4,1202,32878.4,0.708,1344,44,0.78,0.035
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2475.3,1565,1438.3,0.574,1127,18,0.358,0.607
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2172.2,0,2194.5,0.382,615,16,0.378,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4178.7,974,3211.8,1.718,1353,23,1.675,0.24
0,40,F,2,Graduate,Single,Less than $40K,Blue,31,5,2,2,2580.0,1465,1438.3,0.828,1122,30,0.355,0.595
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4311.6,1673,2526.8,1.576,1537,30,0.541,0.39
0,42,M,5,Uneducated,Unknown,$120K +,Blue,31,5,3,2,6577.8,1464,5315.9,0.829,1199,46,0.688,0.222
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4311.7,972,3316.4,1.818,1353,32,1.71,0.231
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,12150.7,1679,9581.1,1.48,1437,27,0.893,0.145
1,52,F,2,Graduate,Married,Less than $40K,Blue,44,3,3,3,1468.0,3,1449.1,0.456,646,10,0.408,0.0
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9163.8,1404,8244.6,1.32,1310,35,1.367,0.15
0,40,F,2,Graduate,Single,Less than $40K,Blue,31,5,2,2,2467.9,1466,1438.3,0.837,1121,34,0.354,0.601
0,52,M,3,Graduate,Married,$60K - $80K,Blue,40,3,1,0,8763.6,1652,7130.8,1.484,1310,34,1.333,0.19
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1450.4,0.483,677,17,0.394,0.0
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3448.3,0,3369.8,2.459,1888,25,2.388,0.0
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14694.2,1160,13298.2,0.97,1207,26,0.935,0.079
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9275.8,1400,8136.9,1.366,1313,33,1.351,0.152
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1438.3,0,1440.5,0.625,1058,18,0.353,0.0
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,2986.0,1512,1696.1,1.477,1332,30,1.122,0.481
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1438.3,969,1438.3,1.727,1062,27,0.361,0.672
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3296.3,1577,1739.9,1.424,1176,26,2.364,0.476
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3113.3,1516,1630.6,1.475,1338,32,1.187,0.479
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14942.4,1160,13283.4,0.932,1207,21,0.893,0.08
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3218.2,2513,1438.3,1.414,1175,19,2.315,0.73
0,49,M,3,College,Married,$80K - $120K,Blue,36,5,1,3,11553.4,1929,9581.9,0.624,1442,37,0.886,0.162
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1442.1,0,1473.9,0.672,1059,16,0.676,0.0
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8883.9,0,8823.5,2.24,1266,27,0.608,0.0
1,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7655.7,609,7365.7,1.042,601,16,0.491,0.076
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2455.8,0,2347.6,0.638,966,22,0.359,0.0
0,47,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,11781.4,2253,9460.8,2.023,1544,32,0.423,0.188
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12441.9,781,12203.1,1.306,1149,40,1.595,0.059
0,42,M,5,Uneducated,Unknown,$120K +,Blue,31,5,3,2,6810.4,1469,5296.0,0.813,1202,38,0.698,0.217
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4026.0,1250,2891.2,1.395,1084,25,0.866,0.307
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11637.6,1678,10181.5,1.489,1536,31,0.931,0.139
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11672.3,1679,10017.3,1.544,1439,36,0.883,0.144
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,3979.1,1353,2638.6,0.932,1015,17,0.758,0.34
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4279.7,0,4281.4,2.383,1524,17,0.819,0.0
1,54,F,1,College,Married,Less than $40K,Blue,40,2,3,1,1457.3,0,1438.3,0.983,700,18,0.901,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2266,32708.8,2.022,1333,26,0.691,0.068
0,48,M,3,Graduate,Married,$60K - $80K,Blue,36,5,3,4,2959.9,0,3093.1,1.819,1456,11,1.018,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1499.7,0,1438.3,1.037,693,11,0.581,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,33168.4,2267,31393.3,1.993,1333,31,0.744,0.066
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4221.1,970,3142.2,1.793,1351,30,1.689,0.228
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1455.2,967,1438.3,1.756,1054,31,0.352,0.679
1,58,F,2,High School,Single,Less than $40K,Blue,48,3,3,4,1446.4,0,1438.3,0.481,675,19,0.395,0.0
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8153.2,861,7073.7,1.585,1288,28,3.693,0.106
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12638.2,777,12006.6,1.381,1144,41,1.671,0.062
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2921.9,2438,1438.3,1.054,1174,26,1.037,0.819
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9339.6,0,9449.9,1.146,1125,26,0.547,0.0
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2230.3,0,2229.8,0.383,617,10,0.378,0.0
0,55,F,1,Graduate,Married,Unknown,Blue,36,2,3,4,14889.6,2045,12759.8,1.418,1179,19,1.098,0.141
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2417.0,1690,1438.3,1.335,1591,21,0.839,0.669
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22754.2,0,22762.9,1.131,879,21,0.751,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1447.1,0,1438.3,1.076,690,11,0.589,0.0
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3244.9,1519,1687.0,1.46,1331,29,1.117,0.465
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2988.2,2441,1438.3,1.003,1176,25,1.116,0.813
0,52,M,3,Graduate,Married,$60K - $80K,Blue,40,3,1,0,8405.3,1648,6807.8,1.489,1308,35,1.366,0.191
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3379.7,0,3485.8,2.542,1883,23,2.289,0.0
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14686.3,1155,13266.4,0.959,1210,16,0.913,0.078
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2522.4,1564,1438.3,0.576,1131,26,0.346,0.635
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2435.0,683,1774.8,1.237,1307,28,1.085,0.272
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8655.3,0,8479.8,2.363,1266,33,0.624,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2555.7,1557,1438.3,0.58,1124,27,0.357,0.618
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1438.3,968,1438.3,1.759,1058,24,0.356,0.686
0,43,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,0,6821.8,1403,5460.1,1.368,1205,31,0.704,0.207
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1438.3,0,1452.0,0.631,1058,20,0.353,0.0
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34365.7,1207,33294.3,0.682,1343,46,0.764,0.035
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,3385.8,1922,1438.3,0.896,1171,26,2.354,0.56
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1462.0,0,1478.3,1.052,695,12,0.625,0.0
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11845.6,1682,10090.3,1.539,1437,35,0.864,0.145
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1475.9,0,1438.6,1.061,693,18,0.596,0.0
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12222.1,0,11896.5,1.084,1110,16,0.756,0.0
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1457.9,0,1438.3,0.495,679,12,0.4,0.0
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4250.5,1672,2592.1,1.528,1534,20,0.551,0.399
0,47,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,11855.4,2261,9404.9,1.999,1537,23,0.426,0.193
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4703.7,1395,3307.6,2.156,1088,22,0.885,0.294
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2440.7,677,1758.0,1.2,1310,29,1.066,0.279
0,58,M,0,Graduate,Unknown,$80K - $120K,Blue,49,4,1,3,18211.2,1725,16440.3,0.937,1538,33,0.625,0.096
0,52,M,3,Graduate,Married,$60K - $80K,Blue,40,3,1,0,8407.1,1649,6890.3,1.471,1311,40,1.315,0.198
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,19158.5,2264,16281.9,2.041,1779,39,0.769,0.12
0,45,M,2,Graduate,Single,$80K - $120K,Blue,37,6,1,2,9730.2,1223,8722.2,0.852,1106,28,1.158,0.121
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2431.5,1565,1438.3,0.581,1129,21,0.356,0.639
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8835.0,0,8472.8,2.176,1269,24,0.611,0.0
0,53,M,3,High School,Married,$40K - $60K,Blue,42,3,1,2,4073.5,2040,1959.3,1.431,1012,24,0.741,0.519
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8742.8,0,8426.1,2.256,1266,28,0.598,0.0
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8654.4,1408,7228.7,1.377,1309,37,1.38,0.163
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2192.5,0,2260.1,0.42,687,11,0.611,0.0
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2898.0,2441,1438.3,1.033,1180,28,1.057,0.807
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14491.9,1154,13256.2,0.937,1205,22,0.938,0.081
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,28687.1,1391,28510.4,2.188,1533,34,0.722,0.048
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2263,32347.9,2.01,1329,31,0.742,0.067
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3303.3,1576,1722.3,1.421,1173,28,2.27,0.471
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,29865.6,2357,27661.4,1.725,1669,27,0.904,0.075
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8579.5,0,8582.8,2.227,1267,25,0.609,0.0
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2975.4,2442,1438.3,1.034,1180,18,1.102,0.792
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4186.3,1515,2728.3,1.422,1345,32,1.761,0.356
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9295.6,1407,8072.8,1.373,1314,35,1.376,0.152
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4297.8,1666,2608.2,1.56,1533,28,0.559,0.391
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1445.3,0,1450.9,1.057,687,16,0.588,0.0
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4738.5,0,4901.0,1.494,1083,13,0.512,0.0
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34190.8,1200,33943.6,0.656,1348,44,0.768,0.035
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1445.0,0,1438.3,1.017,709,16,0.929,0.0
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2365.4,680,1666.3,1.179,1308,38,1.056,0.279
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,28262.4,1398,28202.3,2.166,1538,36,0.737,0.046
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7322.3,2256,5029.6,2.05,1257,30,0.869,0.298
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7397.3,2257,5147.8,2.006,1267,30,0.855,0.301
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4260.3,975,3185.7,1.802,1343,32,1.682,0.221
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2257.7,0,2114.0,0.427,691,19,0.596,0.0
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4869.1,0,4838.8,1.531,1091,23,0.504,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11618.7,1678,10130.5,1.482,1446,29,0.883,0.139
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,3,2,3210.8,1919,1438.3,0.886,1013,29,0.572,0.603
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1438.3,0,1438.3,0.515,656,12,0.449,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11651.7,1675,9870.0,1.513,1438,36,0.883,0.145
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2180.3,0,2210.2,0.39,609,12,0.359,0.0
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18507.7,2263,15648.1,1.905,1775,34,0.772,0.124
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2902.2,2436,1438.3,1.042,1175,28,1.07,0.837
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3226.2,1517,1677.5,1.411,1341,28,1.117,0.477
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3414.6,2517,1438.3,1.367,1166,21,2.254,0.747
0,58,M,0,Graduate,Unknown,$80K - $120K,Blue,49,4,1,3,17957.9,1725,16306.9,0.895,1541,39,0.613,0.097
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1449.9,5,1438.3,0.523,649,18,0.438,0.0
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13868.8,0,14007.4,0.577,1033,20,0.563,0.0
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30123.3,2357,27916.2,1.76,1674,25,0.965,0.081
0,37,M,3,College,Married,$40K - $60K,Blue,36,3,3,0,9144.8,1642,7452.9,1.442,1302,34,1.414,0.179
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4011.0,1245,2711.4,1.329,1086,24,0.849,0.311
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4796.4,0,4744.6,1.476,1092,19,0.504,0.0
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1438.3,0.499,683,10,0.401,0.0
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1758.9,0,1751.9,1.051,699,21,0.599,0.0
0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4049.9,1252,2857.6,1.361,1084,21,0.826,0.308
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1480.0,0,1438.3,1.05,696,19,0.617,0.0
0,55,F,1,Graduate,Married,Unknown,Blue,36,2,3,4,15067.6,2040,12327.9,1.456,1188,17,1.166,0.138
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2599.3,1564,1438.3,0.586,1131,23,0.341,0.638
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1438.3,0.501,680,13,0.392,0.0
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1788.7,0,1734.5,1.046,694,21,0.597,0.0
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8382.6,1934,6554.5,0.613,1199,20,0.899,0.24
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,23330.9,0,22081.3,1.113,885,24,0.734,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,4,1490.8,1.052,693,15,0.591,0.0
1,58,F,2,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1457.8,0.478,681,10,0.417,0.0
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11516.3,1681,9881.6,1.495,1446,29,0.903,0.145
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12151.9,1733,11435.0,0.929,1148,36,1.632,0.134
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12557.6,1358,11198.7,0.922,1147,37,1.658,0.107
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2413.8,1691,1438.3,1.322,1595,30,0.876,0.682
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2499.5,1565,1438.3,0.839,1441,35,0.872,0.621
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8694.0,0,8859.8,2.215,1260,27,0.601,0.0
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3437.3,1582,1788.2,1.379,1171,23,2.337,0.463
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4358.3,1665,2609.7,1.575,1532,29,0.572,0.391
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12076.0,0,12032.9,1.097,1110,16,0.752,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,21950.4,0,22557.6,1.081,883,23,0.704,0.0
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2460.0,678,1732.2,1.168,1314,33,1.045,0.284
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,2954.9,1464,1631.1,0.806,1204,31,0.679,0.486
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3434.4,1574,1738.7,1.387,1175,30,2.329,0.472
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1799.5,0,1745.2,1.052,698,18,0.624,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2468.6,1560,1438.3,0.556,1123,18,0.343,0.609
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2367.0,1694,1438.3,1.297,1598,24,0.866,0.678
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1477.2,0,1438.3,1.021,1202,36,0.651,0.0
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4267.2,1669,2670.6,1.553,1536,24,0.588,0.398
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4375.7,0,4213.9,2.471,1524,18,0.826,0.0
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4565.6,1394,3250.5,2.172,1085,19,0.854,0.299
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7339.9,2258,5226.5,2.029,1266,28,0.867,0.311
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8256.9,868,7567.3,1.524,1286,33,3.729,0.103
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1439.7,977,1438.3,1.755,1057,26,0.352,0.681
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30093.7,2364,28562.9,1.765,1675,30,0.937,0.078
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8742.6,0,8504.3,2.285,1265,34,0.58,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,21874.7,0,21716.4,1.093,885,24,0.737,0.0
0,45,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,3,1438.3,0,1481.5,0.714,1343,13,0.702,0.0
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2958.1,2432,1438.3,1.051,1174,27,1.086,0.835
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2424.7,0,2388.0,0.632,967,25,0.367,0.0
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1458.8,0,1476.5,0.495,681,19,0.395,0.0
0,48,M,3,Graduate,Married,$60K - $80K,Blue,36,5,3,4,2966.7,0,3068.8,1.912,1462,20,0.992,0.0
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2433.0,0,2532.9,1.018,927,21,0.52,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1475.1,0,1500.6,1.028,690,11,0.59,0.0
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,4036.7,1357,2620.8,0.942,1006,22,0.742,0.339
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12034.1,0,12443.7,1.081,1106,23,0.748,0.0
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2569.3,1558,1438.3,0.579,1129,20,0.359,0.629
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11806.3,1,11842.3,0.756,1543,15,0.419,0.0
1,58,F,2,High School,Single,Less than $40K,Blue,48,3,3,4,1472.2,0,1482.3,0.491,682,11,0.39,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2261,32579.6,1.923,1332,32,0.714,0.063
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,12264.5,1680,10210.8,1.556,1542,30,0.918,0.146
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1488.8,0,1469.2,0.635,1060,20,0.352,0.0
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2417.9,1577,1438.3,0.763,1070,23,0.925,0.666
